IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.77.222,2086,false,SIN,Asia Pacific,Singapore,307 ms,5152 kB/s
8.219.40.37,8880,false,SIN,Asia Pacific,Singapore,291 ms,5149 kB/s
8.217.251.62,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5138 kB/s
8.219.120.87,2086,false,SIN,Asia Pacific,Singapore,305 ms,5130 kB/s
8.218.2.181,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,5122 kB/s
8.219.174.142,2052,false,SIN,Asia Pacific,Singapore,302 ms,5120 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,302 ms,5111 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,280 ms,5100 kB/s
8.222.144.50,2086,false,SIN,Asia Pacific,Singapore,290 ms,5100 kB/s
8.218.243.95,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,5100 kB/s
8.219.107.135,80,false,SIN,Asia Pacific,Singapore,293 ms,5095 kB/s
8.219.229.190,80,false,SIN,Asia Pacific,Singapore,303 ms,5091 kB/s
8.219.163.195,8880,false,SIN,Asia Pacific,Singapore,295 ms,5077 kB/s
47.245.86.230,2086,false,SIN,Asia Pacific,Singapore,310 ms,5077 kB/s
8.219.110.81,8880,false,SIN,Asia Pacific,Singapore,283 ms,5075 kB/s
8.222.208.38,80,false,SIN,Asia Pacific,Singapore,307 ms,5072 kB/s
8.219.11.158,8880,false,SIN,Asia Pacific,Singapore,286 ms,5071 kB/s
8.219.107.135,2095,false,SIN,Asia Pacific,Singapore,306 ms,5063 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,278 ms,5054 kB/s
8.217.49.34,8880,false,HKG,Asia Pacific,Hong Kong,70 ms,5038 kB/s
47.243.86.79,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,5037 kB/s
8.219.60.54,8880,false,SIN,Asia Pacific,Singapore,277 ms,5034 kB/s
8.219.200.145,2086,false,SIN,Asia Pacific,Singapore,299 ms,5032 kB/s
8.219.78.1,8080,false,SIN,Asia Pacific,Singapore,286 ms,5031 kB/s
8.219.209.14,8880,false,SIN,Asia Pacific,Singapore,301 ms,5017 kB/s
8.217.145.40,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,5017 kB/s
8.219.51.211,2086,false,SIN,Asia Pacific,Singapore,300 ms,5014 kB/s
8.219.98.13,2082,false,SIN,Asia Pacific,Singapore,286 ms,4997 kB/s
47.245.118.70,80,false,SIN,Asia Pacific,Singapore,296 ms,4994 kB/s
8.219.4.122,2086,false,SIN,Asia Pacific,Singapore,279 ms,4986 kB/s
8.219.222.98,8880,false,SIN,Asia Pacific,Singapore,301 ms,4976 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,286 ms,4972 kB/s
8.219.60.54,2052,false,SIN,Asia Pacific,Singapore,272 ms,4970 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,282 ms,4966 kB/s
8.219.200.145,8880,false,SIN,Asia Pacific,Singapore,278 ms,4966 kB/s
8.222.144.50,2095,false,SIN,Asia Pacific,Singapore,295 ms,4964 kB/s
8.219.114.201,2086,false,SIN,Asia Pacific,Singapore,289 ms,4963 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,281 ms,4962 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,299 ms,4960 kB/s
8.219.229.190,2095,false,SIN,Asia Pacific,Singapore,307 ms,4951 kB/s
8.218.11.90,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,4946 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,282 ms,4945 kB/s
8.219.229.190,8880,false,SIN,Asia Pacific,Singapore,308 ms,4938 kB/s
8.219.50.180,8880,false,SIN,Asia Pacific,Singapore,281 ms,4937 kB/s
8.222.156.242,8080,false,SIN,Asia Pacific,Singapore,294 ms,4932 kB/s
8.219.49.65,2082,false,SIN,Asia Pacific,Singapore,291 ms,4927 kB/s
8.219.99.169,2052,false,SIN,Asia Pacific,Singapore,296 ms,4923 kB/s
47.243.60.150,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,4915 kB/s
8.219.111.147,2052,false,SIN,Asia Pacific,Singapore,282 ms,4909 kB/s
8.217.221.165,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,4901 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,284 ms,4901 kB/s
8.219.199.220,2086,false,SIN,Asia Pacific,Singapore,302 ms,4899 kB/s
47.76.77.103,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,4886 kB/s
8.219.163.195,2086,false,SIN,Asia Pacific,Singapore,304 ms,4885 kB/s
8.222.215.228,8880,false,SIN,Asia Pacific,Singapore,285 ms,4881 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,280 ms,4876 kB/s
8.219.11.158,2082,false,SIN,Asia Pacific,Singapore,301 ms,4876 kB/s
8.219.114.201,2052,false,SIN,Asia Pacific,Singapore,308 ms,4875 kB/s
8.219.78.188,8080,false,SIN,Asia Pacific,Singapore,287 ms,4874 kB/s
8.222.136.247,8080,false,SIN,Asia Pacific,Singapore,280 ms,4872 kB/s
8.219.142.191,2052,false,SIN,Asia Pacific,Singapore,280 ms,4868 kB/s
8.222.136.247,2052,false,SIN,Asia Pacific,Singapore,282 ms,4861 kB/s
8.218.146.204,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,4860 kB/s
8.219.83.201,8080,false,SIN,Asia Pacific,Singapore,279 ms,4857 kB/s
8.222.180.86,2052,false,SIN,Asia Pacific,Singapore,280 ms,4854 kB/s
8.217.207.60,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,4854 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,304 ms,4848 kB/s
8.218.228.152,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,4838 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,297 ms,4837 kB/s
8.219.113.232,2095,false,SIN,Asia Pacific,Singapore,281 ms,4836 kB/s
8.222.150.197,2095,false,SIN,Asia Pacific,Singapore,280 ms,4834 kB/s
8.219.161.129,2052,false,SIN,Asia Pacific,Singapore,290 ms,4834 kB/s
8.219.111.175,2095,false,SIN,Asia Pacific,Singapore,279 ms,4832 kB/s
8.219.201.245,2095,false,SIN,Asia Pacific,Singapore,283 ms,4827 kB/s
8.217.251.62,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,4826 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,296 ms,4820 kB/s
8.219.6.150,2052,false,SIN,Asia Pacific,Singapore,284 ms,4816 kB/s
8.219.120.87,2052,false,SIN,Asia Pacific,Singapore,304 ms,4807 kB/s
8.219.122.55,2082,false,SIN,Asia Pacific,Singapore,302 ms,4800 kB/s
8.219.201.245,8080,false,SIN,Asia Pacific,Singapore,301 ms,4798 kB/s
8.219.107.135,2086,false,SIN,Asia Pacific,Singapore,282 ms,4795 kB/s
8.218.207.169,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4793 kB/s
8.219.147.58,2095,false,SIN,Asia Pacific,Singapore,299 ms,4784 kB/s
8.219.200.145,80,false,SIN,Asia Pacific,Singapore,295 ms,4779 kB/s
8.219.201.245,8880,false,SIN,Asia Pacific,Singapore,299 ms,4778 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,288 ms,4771 kB/s
8.219.107.135,2082,false,SIN,Asia Pacific,Singapore,302 ms,4771 kB/s
8.219.106.156,2095,false,SIN,Asia Pacific,Singapore,282 ms,4770 kB/s
8.219.161.129,2095,false,SIN,Asia Pacific,Singapore,281 ms,4761 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,301 ms,4760 kB/s
8.219.124.227,8080,false,SIN,Asia Pacific,Singapore,292 ms,4752 kB/s
8.219.237.250,8880,false,SIN,Asia Pacific,Singapore,299 ms,4737 kB/s
8.219.174.142,80,false,SIN,Asia Pacific,Singapore,306 ms,4733 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,293 ms,4733 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,281 ms,4727 kB/s
47.243.86.79,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,4727 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,285 ms,4725 kB/s
8.219.100.168,2095,false,SIN,Asia Pacific,Singapore,284 ms,4725 kB/s
47.237.92.26,2095,false,SIN,Asia Pacific,Singapore,275 ms,4722 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,299 ms,4721 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,304 ms,4719 kB/s
8.219.93.5,8080,false,SIN,Asia Pacific,Singapore,297 ms,4716 kB/s
8.219.78.188,8880,false,SIN,Asia Pacific,Singapore,306 ms,4712 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,280 ms,4709 kB/s
8.217.207.60,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4702 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,279 ms,4696 kB/s
8.219.104.37,2052,false,SIN,Asia Pacific,Singapore,284 ms,4695 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,285 ms,4694 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,284 ms,4691 kB/s
47.243.70.186,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4690 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,305 ms,4684 kB/s
8.219.97.50,2095,false,SIN,Asia Pacific,Singapore,286 ms,4677 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,307 ms,4676 kB/s
8.219.40.37,2095,false,SIN,Asia Pacific,Singapore,292 ms,4674 kB/s
8.219.229.190,2052,false,SIN,Asia Pacific,Singapore,285 ms,4674 kB/s
8.219.49.65,2086,false,SIN,Asia Pacific,Singapore,308 ms,4674 kB/s
8.218.136.25,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,4672 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,286 ms,4670 kB/s
8.219.78.188,2082,false,SIN,Asia Pacific,Singapore,295 ms,4670 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,285 ms,4668 kB/s
8.219.104.37,2086,false,SIN,Asia Pacific,Singapore,277 ms,4663 kB/s
8.217.207.60,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4662 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,301 ms,4659 kB/s
8.222.237.131,80,false,SIN,Asia Pacific,Singapore,288 ms,4655 kB/s
8.219.201.245,2082,false,SIN,Asia Pacific,Singapore,305 ms,4655 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,303 ms,4651 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,296 ms,4642 kB/s
8.218.211.17,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,4640 kB/s
47.242.155.183,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,4639 kB/s
8.219.111.147,2082,false,SIN,Asia Pacific,Singapore,290 ms,4635 kB/s
8.219.87.30,8080,false,SIN,Asia Pacific,Singapore,285 ms,4634 kB/s
47.76.213.245,80,false,HKG,Asia Pacific,Hong Kong,55 ms,4634 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,300 ms,4631 kB/s
8.222.184.198,8880,false,SIN,Asia Pacific,Singapore,305 ms,4620 kB/s
8.217.66.3,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4619 kB/s
8.222.184.198,8080,false,SIN,Asia Pacific,Singapore,311 ms,4614 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,310 ms,4613 kB/s
47.238.5.0,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4610 kB/s
8.218.52.115,80,false,HKG,Asia Pacific,Hong Kong,67 ms,4609 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,307 ms,4609 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,285 ms,4605 kB/s
8.222.162.45,8080,false,SIN,Asia Pacific,Singapore,311 ms,4603 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,287 ms,4594 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,280 ms,4592 kB/s
8.219.78.188,2052,false,SIN,Asia Pacific,Singapore,281 ms,4587 kB/s
8.219.98.13,8880,false,SIN,Asia Pacific,Singapore,281 ms,4587 kB/s
8.219.139.13,8880,false,SIN,Asia Pacific,Singapore,311 ms,4587 kB/s
8.219.93.5,2082,false,SIN,Asia Pacific,Singapore,278 ms,4585 kB/s
8.222.244.192,2095,false,SIN,Asia Pacific,Singapore,306 ms,4571 kB/s
8.222.156.242,80,false,SIN,Asia Pacific,Singapore,291 ms,4562 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,295 ms,4555 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,278 ms,4552 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,292 ms,4549 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,279 ms,4545 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,278 ms,4545 kB/s
8.219.132.64,2082,false,SIN,Asia Pacific,Singapore,298 ms,4545 kB/s
8.218.173.78,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4545 kB/s
8.219.78.1,80,false,SIN,Asia Pacific,Singapore,286 ms,4545 kB/s
8.222.191.138,2095,false,SIN,Asia Pacific,Singapore,278 ms,4544 kB/s
8.219.139.13,2086,false,SIN,Asia Pacific,Singapore,303 ms,4540 kB/s
8.218.136.25,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4538 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,280 ms,4537 kB/s
47.236.130.95,2082,false,SIN,Asia Pacific,Singapore,290 ms,4529 kB/s
8.219.107.135,8880,false,SIN,Asia Pacific,Singapore,302 ms,4524 kB/s
8.217.49.34,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4523 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,283 ms,4518 kB/s
8.219.1.92,2082,false,SIN,Asia Pacific,Singapore,299 ms,4517 kB/s
8.219.50.180,80,false,SIN,Asia Pacific,Singapore,300 ms,4516 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,282 ms,4515 kB/s
8.219.229.190,8080,false,SIN,Asia Pacific,Singapore,287 ms,4512 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,303 ms,4510 kB/s
8.219.163.195,2095,false,SIN,Asia Pacific,Singapore,281 ms,4509 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,302 ms,4509 kB/s
8.218.85.128,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,4504 kB/s
8.219.83.201,2082,false,SIN,Asia Pacific,Singapore,282 ms,4500 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,279 ms,4500 kB/s
8.219.99.169,2086,false,SIN,Asia Pacific,Singapore,289 ms,4489 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,298 ms,4488 kB/s
8.219.77.222,2052,false,SIN,Asia Pacific,Singapore,305 ms,4486 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,301 ms,4485 kB/s
8.219.113.232,2082,false,SIN,Asia Pacific,Singapore,300 ms,4484 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,306 ms,4478 kB/s
8.218.22.210,80,false,HKG,Asia Pacific,Hong Kong,58 ms,4472 kB/s
47.236.232.148,2082,false,SIN,Asia Pacific,Singapore,284 ms,4472 kB/s
8.222.160.176,8080,false,SIN,Asia Pacific,Singapore,292 ms,4468 kB/s
47.236.146.249,80,false,SIN,Asia Pacific,Singapore,285 ms,4467 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,307 ms,4466 kB/s
8.222.167.147,2052,false,SIN,Asia Pacific,Singapore,298 ms,4463 kB/s
8.210.85.222,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,4463 kB/s
8.219.142.191,8080,false,SIN,Asia Pacific,Singapore,285 ms,4459 kB/s
8.219.98.13,2052,false,SIN,Asia Pacific,Singapore,297 ms,4459 kB/s
8.219.78.188,80,false,SIN,Asia Pacific,Singapore,283 ms,4456 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,283 ms,4453 kB/s
8.219.194.170,8880,false,SIN,Asia Pacific,Singapore,298 ms,4450 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,4448 kB/s
8.219.107.135,2052,false,SIN,Asia Pacific,Singapore,285 ms,4448 kB/s
8.219.106.156,2082,false,SIN,Asia Pacific,Singapore,293 ms,4447 kB/s
47.245.102.52,2052,false,SIN,Asia Pacific,Singapore,294 ms,4445 kB/s
8.219.198.139,8080,false,SIN,Asia Pacific,Singapore,308 ms,4444 kB/s
8.219.113.232,2086,false,SIN,Asia Pacific,Singapore,282 ms,4443 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,285 ms,4441 kB/s
8.219.193.202,8880,false,SIN,Asia Pacific,Singapore,284 ms,4440 kB/s
8.219.124.227,80,false,SIN,Asia Pacific,Singapore,276 ms,4438 kB/s
47.245.86.230,2052,false,SIN,Asia Pacific,Singapore,297 ms,4437 kB/s
8.222.165.117,2052,false,SIN,Asia Pacific,Singapore,291 ms,4435 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,307 ms,4434 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,300 ms,4434 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,281 ms,4433 kB/s
47.238.131.39,8080,false,HKG,Asia Pacific,Hong Kong,77 ms,4432 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,297 ms,4432 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,285 ms,4429 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,290 ms,4428 kB/s
8.219.122.55,2052,false,SIN,Asia Pacific,Singapore,285 ms,4425 kB/s
8.217.149.28,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4423 kB/s
47.242.183.7,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,4421 kB/s
47.238.6.58,80,false,HKG,Asia Pacific,Hong Kong,67 ms,4421 kB/s
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,291 ms,4414 kB/s
47.236.118.216,2086,false,SIN,Asia Pacific,Singapore,290 ms,4410 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,308 ms,4407 kB/s
8.222.179.231,8880,false,SIN,Asia Pacific,Singapore,286 ms,4407 kB/s
8.222.167.147,2082,false,SIN,Asia Pacific,Singapore,282 ms,4406 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,284 ms,4402 kB/s
8.219.111.147,8880,false,SIN,Asia Pacific,Singapore,303 ms,4401 kB/s
8.219.147.58,2052,false,SIN,Asia Pacific,Singapore,311 ms,4400 kB/s
8.222.164.209,2086,false,SIN,Asia Pacific,Singapore,309 ms,4399 kB/s
8.219.78.1,2082,false,SIN,Asia Pacific,Singapore,306 ms,4397 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,297 ms,4396 kB/s
8.219.170.232,8880,false,SIN,Asia Pacific,Singapore,301 ms,4393 kB/s
8.222.249.190,8880,false,SIN,Asia Pacific,Singapore,282 ms,4392 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,310 ms,4386 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,288 ms,4382 kB/s
47.76.77.103,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,4382 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,302 ms,4381 kB/s
8.219.111.175,2052,false,SIN,Asia Pacific,Singapore,279 ms,4380 kB/s
8.219.97.50,8880,false,SIN,Asia Pacific,Singapore,290 ms,4376 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,307 ms,4374 kB/s
47.238.131.39,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4374 kB/s
8.218.85.128,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4373 kB/s
8.222.160.176,8880,false,SIN,Asia Pacific,Singapore,306 ms,4365 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,284 ms,4365 kB/s
8.218.48.92,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4364 kB/s
8.222.162.45,2086,false,SIN,Asia Pacific,Singapore,309 ms,4363 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,299 ms,4362 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,309 ms,4362 kB/s
8.219.142.191,2082,false,SIN,Asia Pacific,Singapore,298 ms,4359 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,306 ms,4355 kB/s
8.219.49.65,8880,false,SIN,Asia Pacific,Singapore,293 ms,4351 kB/s
8.219.104.37,2095,false,SIN,Asia Pacific,Singapore,299 ms,4350 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,277 ms,4348 kB/s
8.222.187.4,2086,false,SIN,Asia Pacific,Singapore,281 ms,4348 kB/s
47.236.232.148,8880,false,SIN,Asia Pacific,Singapore,293 ms,4343 kB/s
8.219.202.130,2086,false,SIN,Asia Pacific,Singapore,313 ms,4342 kB/s
47.238.6.102,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,4339 kB/s
8.219.132.64,80,false,SIN,Asia Pacific,Singapore,305 ms,4337 kB/s
8.219.104.37,2082,false,SIN,Asia Pacific,Singapore,302 ms,4330 kB/s
8.222.183.242,8080,false,SIN,Asia Pacific,Singapore,307 ms,4328 kB/s
8.219.107.135,8080,false,SIN,Asia Pacific,Singapore,288 ms,4328 kB/s
8.222.187.4,2082,false,SIN,Asia Pacific,Singapore,294 ms,4327 kB/s
8.222.187.4,8880,false,SIN,Asia Pacific,Singapore,278 ms,4326 kB/s
8.219.111.175,80,false,SIN,Asia Pacific,Singapore,301 ms,4322 kB/s
8.219.83.201,8880,false,SIN,Asia Pacific,Singapore,307 ms,4319 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,312 ms,4318 kB/s
8.219.122.55,80,false,SIN,Asia Pacific,Singapore,281 ms,4312 kB/s
8.219.222.98,2095,false,SIN,Asia Pacific,Singapore,306 ms,4311 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,278 ms,4310 kB/s
8.222.144.50,8880,false,SIN,Asia Pacific,Singapore,301 ms,4307 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,305 ms,4304 kB/s
8.219.111.147,8080,false,SIN,Asia Pacific,Singapore,278 ms,4303 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,304 ms,4299 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,280 ms,4299 kB/s
8.219.111.147,2086,false,SIN,Asia Pacific,Singapore,305 ms,4296 kB/s
8.219.110.81,2052,false,SIN,Asia Pacific,Singapore,302 ms,4295 kB/s
47.238.131.39,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,4294 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,282 ms,4293 kB/s
8.219.124.227,8880,false,SIN,Asia Pacific,Singapore,301 ms,4293 kB/s
8.219.60.54,8080,false,SIN,Asia Pacific,Singapore,300 ms,4291 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,282 ms,4290 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,283 ms,4287 kB/s
8.219.122.55,8080,false,SIN,Asia Pacific,Singapore,302 ms,4284 kB/s
47.245.84.124,2052,false,SIN,Asia Pacific,Singapore,308 ms,4282 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,284 ms,4281 kB/s
8.219.98.13,2086,false,SIN,Asia Pacific,Singapore,279 ms,4276 kB/s
47.76.29.115,80,false,HKG,Asia Pacific,Hong Kong,67 ms,4267 kB/s
8.219.147.58,2082,false,SIN,Asia Pacific,Singapore,282 ms,4265 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,280 ms,4261 kB/s
8.222.164.209,8880,false,SIN,Asia Pacific,Singapore,295 ms,4258 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,294 ms,4256 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,277 ms,4256 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,284 ms,4255 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,284 ms,4245 kB/s
8.222.165.117,8080,false,SIN,Asia Pacific,Singapore,288 ms,4244 kB/s
8.217.181.213,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4242 kB/s
8.219.117.198,2052,false,SIN,Asia Pacific,Singapore,298 ms,4239 kB/s
8.222.167.147,2086,false,SIN,Asia Pacific,Singapore,283 ms,4237 kB/s
47.236.180.24,8880,false,SIN,Asia Pacific,Singapore,293 ms,4237 kB/s
8.219.97.50,80,false,SIN,Asia Pacific,Singapore,291 ms,4237 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,286 ms,4236 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,285 ms,4236 kB/s
8.219.132.64,2052,false,SIN,Asia Pacific,Singapore,284 ms,4234 kB/s
8.218.142.253,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,4233 kB/s
8.219.106.156,8080,false,SIN,Asia Pacific,Singapore,309 ms,4232 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,303 ms,4232 kB/s
8.219.11.158,80,false,SIN,Asia Pacific,Singapore,284 ms,4227 kB/s
8.222.156.242,2095,false,SIN,Asia Pacific,Singapore,300 ms,4224 kB/s
8.219.174.142,2095,false,SIN,Asia Pacific,Singapore,304 ms,4223 kB/s
8.222.137.192,8880,false,SIN,Asia Pacific,Singapore,304 ms,4223 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,284 ms,4219 kB/s
8.219.60.54,2086,false,SIN,Asia Pacific,Singapore,297 ms,4219 kB/s
8.219.99.169,8880,false,SIN,Asia Pacific,Singapore,287 ms,4217 kB/s
8.219.83.71,2095,false,SIN,Asia Pacific,Singapore,277 ms,4216 kB/s
8.219.100.168,8080,false,SIN,Asia Pacific,Singapore,310 ms,4214 kB/s
8.219.6.150,8080,false,SIN,Asia Pacific,Singapore,280 ms,4213 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,280 ms,4212 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,296 ms,4212 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,282 ms,4212 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,282 ms,4207 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,308 ms,4204 kB/s
8.219.124.227,2052,false,SIN,Asia Pacific,Singapore,303 ms,4204 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,300 ms,4204 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,287 ms,4202 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,289 ms,4200 kB/s
8.222.136.247,2082,false,SIN,Asia Pacific,Singapore,294 ms,4197 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,308 ms,4197 kB/s
